Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDB03,576.6324018798302,OUT010
FDN39,2611.1385748076864,OUT045
FDX02,5842.358097784704,OUT027
FDQ16,2879.5232635269304,OUT027
FDU35,1557.6169475729582,OUT018
NCT29,2024.2853176439653,OUT013
FDZ27,807.6233906032169,OUT046
FDN57,2031.7674502330917,OUT017
FDA03,2455.8119112687536,OUT018
FDZ36,3132.6639907768667,OUT045
NCU05,1425.830649708415,OUT013
FDT39,2389.960564655005,OUT018
FDK60,1531.1912005110562,OUT017
FDZ25,2794.116408562151,OUT017
FDG12,2073.2919390927277,OUT046
DRB01,500.161993262046,OUT019
NCC43,5842.358097784704,OUT027
FDX13,574.9552572033379,OUT019
FDM22,862.3720382265062,OUT049
FDJ03,1080.4844862392745,OUT027
FDU14,3804.97433094173,OUT018
FDB33,378.8604697027765,OUT010
FDP27,3118.929159024004,OUT046
FDO38,158.2818761475343,OUT010
FDE28,5842.358097784704,OUT027
FDO27,1505.6593492279903,OUT035
DRL23,2872.1100095806028,OUT027
FDS28,972.8413037536552,OUT046
FDX24,1462.578647202109,OUT013
FDZ02,1530.4007722155145,OUT035
FDL46,1909.5372285477972,OUT045
FDS60,4786.783480705674,OUT027
NCO06,590.7559117323723,OUT017
FDO16,1355.9385512070887,OUT035
FDC60,1371.5560990941087,OUT049
FDA48,3494.4913942696207,OUT018
FDZ36,5085.464437650437,OUT027
FDK27,2045.1631816594224,OUT045
FDW23,606.7776210940413,OUT018
FDM14,1694.7190802528182,OUT018
FDM14,1658.5415874558246,OUT013
FDW60,2840.198545985228,OUT018
FDE21,1987.3122418947046,OUT013
NCM42,1664.0469213332894,OUT035
FDY59,227.65922712664306,OUT010
DRI49,1312.0127426570864,OUT049
FDT28,362.0916222295615,OUT019
FDQ22,608.0908899439933,OUT018
FDR60,1275.9748375461047,OUT049
FDC50,235.8880797360851,OUT019
FDV24,2434.827719091494,OUT013
DRF48,488.4649141759674,OUT010
FDQ47,633.9380224751347,OUT046
DRN36,1535.4592187450576,OUT049
NCY06,2013.8804480594522,OUT035
FDE52,1384.3525892897246,OUT035
NCB54,2002.619104916294,OUT045
NCF31,2448.070850561971,OUT035
FDJ08,5111.847688188083,OUT027
NCC07,1651.668492257119,OUT017
NCD19,1256.4934751122546,OUT027
FDL46,1964.0242792868946,OUT049
FDM20,4007.8856182195705,OUT045
NCI06,446.43889460195084,OUT010
DRM11,4186.576449551194,OUT035
NCH07,2535.647135135039,OUT018
FDS23,2048.5665792635195,OUT013
FDO49,758.4807108341965,OUT018
FDS35,1070.19225098837,OUT049
DRK39,1338.2365137243748,OUT045
DRI39,892.8463574244838,OUT049
FDV04,2480.8449755903757,OUT017
NCN14,3037.235714733193,OUT035
FDH08,3801.236651192376,OUT013
FDS20,3143.389533487868,OUT046
FDV40,1146.836477891901,OUT049
FDZ48,257.5705685978517,OUT010
FDS24,2572.6282819674425,OUT027
FDK44,2848.8430586610393,OUT049
FDS48,2519.537039874803,OUT045
FDK26,488.6608034057941,OUT010
FDD23,3113.696713004043,OUT045
NCH54,2573.6435581810138,OUT017
NCP14,241.64495096893344,OUT010
FDM60,131.16278318839676,OUT010
FDV24,2409.7126495099933,OUT017
FDH08,3606.260615416537,OUT018
FDS12,2997.867405230285,OUT027
FDR39,4846.89268440105,OUT027
FDP12,997.9254707632692,OUT027
DRF60,5842.358097784704,OUT027
FDC09,1650.1858532265296,OUT035
FDF50,3035.8149628491565,OUT018
FDG28,4006.467914186994,OUT035
NCE19,866.6471028530999,OUT017
NCM53,249.11238985870455,OUT010
NCN18,1721.031027006428,OUT049
FDF32,3118.352741482688,OUT035
FDF11,4006.470391086767,OUT013
DRI59,3848.3805549873023,OUT049
NCG54,2778.828699294262,OUT035
FDM44,1636.7277316545767,OUT046
FDT57,3681.4498995835165,OUT018
FDV24,2434.460709457456,OUT046
FDI50,574.9552572033379,OUT019
FDS09,775.9768037691994,OUT035
NCC31,4094.20568810372,OUT027
FDQ07,576.7607705456683,OUT019
FDC22,3117.9575300422084,OUT017
FDZ56,2804.5088925385817,OUT046
FDZ40,131.16278318839676,OUT019
FDS46,2955.483083119433,OUT027
DRD24,2065.8336897345625,OUT045
FDV45,3064.4829955286573,OUT017
FDL26,2521.319615980174,OUT045
FDA56,2014.3247915707368,OUT018
FDN27,1957.596650303196,OUT046
FDM20,4011.1902409740856,OUT049
FDO16,1337.8143434646054,OUT017
FDL03,2988.619075710234,OUT035
FDE58,1941.7365212682946,OUT046
FDI02,2934.5042672095146,OUT027
NCC55,131.16278318839676,OUT019
FDR03,3306.640222407641,OUT018
FDB14,1434.1859570022245,OUT017
FDR45,4014.6866160900445,OUT013
NCN07,2042.1158287967858,OUT017
FDM51,249.69378206664442,OUT019
FDT52,5840.289341017683,OUT027
FDL26,2515.6174007991967,OUT046
NCZ42,3941.973655806097,OUT046
DRI47,363.4051301801389,OUT019
FDW40,2092.507967151958,OUT013
FDN34,2794.7143139554973,OUT046
FDS01,2929.6736190302418,OUT035
NCG55,1925.3706232869579,OUT045
FDC11,1362.6207100858094,OUT035
FDX35,3547.869787664535,OUT018
NCB06,2587.6582032960705,OUT046
FDR09,576.6324018798302,OUT019
FDC53,1532.558693778089,OUT017
FDY45,4103.62265291404,OUT013
FDA22,383.35326844842325,OUT010
FDE02,1503.885055220456,OUT035
FDW21,1635.7353461934479,OUT045
FDV34,1183.1604405007074,OUT046
FDS59,1663.002201036552,OUT049
NCW17,2065.5605395066937,OUT017
NCK54,1958.3498777728962,OUT046
FDG17,575.5278341949169,OUT019
FDG35,2863.8781289457675,OUT017
FDD08,131.16278318839676,OUT010
NCO07,3636.224598299789,OUT017
FDJ10,277.883621822028,OUT010
FDW36,1650.3699364157678,OUT017
FDW21,240.1231349969287,OUT010
FDY19,1922.5744403774502,OUT017
DRE03,844.4791462633251,OUT013
NCC55,633.6639456513016,OUT049
FDH52,134.75169936786443,OUT010
FDO09,4056.5515130803597,OUT017
FDU43,3940.4556292164953,OUT045
FDX09,425.91347623506886,OUT010
FDH40,200.4596381468717,OUT019
FDW58,1649.4881099918782,OUT017
FDC47,3704.208876258095,OUT017
NCR41,1481.1622486190747,OUT035
DRG49,3890.6627024907352,OUT035
FDC52,4067.186268316264,OUT027
FDY13,1194.1031982580043,OUT046
FDY35,724.3893658920817,OUT013
FDI35,3111.8191939180215,OUT017
NCU18,2080.931525308377,OUT049
FDY33,2542.13708184712,OUT018
FDC15,4180.595273512557,OUT027
FDU01,3030.773622075006,OUT049
NCU42,2803.813384822542,OUT046
NCV29,2839.490153278787,OUT018
NCY30,3017.9419001384244,OUT017
FDQ46,1735.744873212868,OUT049
FDG58,4089.6229077055445,OUT027
FDK33,3606.2834111131433,OUT017
NCD07,1903.2621276031923,OUT045
NCX29,4024.220741079536,OUT027
NCT42,2433.469935979748,OUT013
DRN59,760.4893270446222,OUT035
FDI44,1276.2540027816895,OUT035
FDA45,2822.1497859468004,OUT049
FDP31,1060.3017528504276,OUT045
FDY01,1930.1741259053454,OUT046
FDT09,2052.39733741824,OUT018
DRH03,2816.0554622978634,OUT027
FDA36,3039.323163744283,OUT018
NCF31,2424.488975704517,OUT017
FDG14,2449.6079135618984,OUT049
FDG28,5842.358097784704,OUT027
FDU14,4109.12290808517,OUT049
FDY47,285.3285353789104,OUT019
FDI56,1388.9429069733292,OUT049
DRD01,1060.846930250954,OUT013
FDM22,968.6226003701911,OUT046
FDH33,719.3648177485376,OUT013
DRZ24,1940.0705069690296,OUT013
NCQ38,1651.2141319851569,OUT046
FDO16,2350.220747024097,OUT027
FDU07,4042.594003466588,OUT027
NCB07,3008.513775983208,OUT013
FDU48,2018.6653551849893,OUT045
NCM43,2656.5267976011905,OUT045
FDR31,362.52831986251374,OUT010
DRK49,610.613972615085,OUT018
NCI30,576.2113278479828,OUT010
DRD60,3042.470706790737,OUT017
NCG19,3787.8815361988763,OUT046
FDH12,1651.9838974129295,OUT035
FDM32,1429.2831596546107,OUT035
FDM27,2525.3486259530546,OUT035
NCU53,4268.038668599265,OUT027
NCQ18,1561.6491562980189,OUT046
FDS10,2911.4368140879833,OUT013
FDB33,4181.529963183509,OUT027
FDI12,1437.9977206166718,OUT013
NCW42,3721.891807702222,OUT013
NCC06,2025.4275667246957,OUT018
FDW02,2013.5698037314205,OUT017
NCD43,1652.286013611024,OUT017
FDM57,1334.3176940561157,OUT018
FDA58,3852.6480573483195,OUT017
FDK56,3126.4275433887356,OUT046
FDP52,3814.1714379505574,OUT045
FDW20,2025.7885761805376,OUT018
FDS52,1617.370196133891,OUT049
NCT29,1944.9581775869574,OUT018
NCL54,2878.3946885620476,OUT013
FDC05,3088.1593693049917,OUT045
FDF34,3074.917384643686,OUT035
FDP03,2991.9226225677967,OUT027
FDD32,192.6850446962162,OUT010
FDZ10,2016.7775446401547,OUT045
FDZ40,863.6762236338627,OUT035
FDD51,618.9461416014898,OUT018
NCY30,429.68498518058703,OUT019
FDP58,3661.080135916112,OUT017
FDV49,4165.507044490612,OUT017
FDY24,131.16278318839676,OUT019
NCO55,1655.1329653035216,OUT017
FDR13,1925.3663223015783,OUT017
FDS51,994.4491572678976,OUT017
FDP26,1651.264922207062,OUT045
NCB54,3001.887374711936,OUT027
FDF32,3055.508378261785,OUT017
FDN31,3049.892534290663,OUT018
DRM48,590.7559117323723,OUT017
FDN20,2783.408349313143,OUT049
DRL01,3748.7709566852213,OUT046
FDV56,1654.9488821142834,OUT049
DRH13,2879.5232635269304,OUT027
FDA03,2479.7137346127015,OUT017
FDF47,5842.358097784704,OUT027
FDX32,2509.5355442073324,OUT046
FDX57,1526.7556976121905,OUT049
NCA30,3005.97039243152,OUT045
FDO49,845.4355489108858,OUT013
FDL04,250.97893801428657,OUT019
DRM48,596.538413925479,OUT035
FDR16,3623.977806356104,OUT013
NCC19,3066.125517524298,OUT018
NCE42,3961.6816575966063,OUT045
FDY24,866.994591120991,OUT017
FDH19,2841.4957835237265,OUT049
FDJ46,2860.11273656014,OUT013
FDN45,576.6324018798302,OUT010
FDY08,2017.3558667709108,OUT035
FDZ37,1367.2231111658143,OUT035
NCT30,769.9866854260727,OUT045
DRY23,612.7344512758652,OUT018
NCZ30,2007.6726348113673,OUT018
FDC44,1862.0588182569895,OUT018
FDB45,1649.4881099918782,OUT035
FDY04,2614.4747914952195,OUT013
FDM27,2580.909008307713,OUT046
FDZ43,3893.373651536286,OUT017
FDT39,364.8377388101833,OUT019
NCC06,281.587539913939,OUT019
FDL15,4090.5575973764962,OUT027
FDL57,4114.122260770414,OUT017
FDU08,1556.9517772224883,OUT046
FDK40,4176.40393015822,OUT017
FDQ12,575.3994655290788,OUT010
FDS48,2499.2747628729867,OUT017
FDP09,3600.6834435181772,OUT045
FDW21,1564.0080199419565,OUT049
FDY25,3054.284901321537,OUT035
DRE13,1359.8854309828291,OUT017
FDV43,131.16278318839676,OUT019
FDD22,1731.0576550809158,OUT045
FDM46,233.67292049269236,OUT019
NCO30,471.26870131925176,OUT010
FDM25,2874.0190154745947,OUT046
NCN41,2017.4403255115699,OUT049
FDU24,1442.634674137064,OUT045
FDZ50,3140.95403553553,OUT046
FDP45,4058.8657530867395,OUT013
NCM54,2011.5975215748183,OUT045
FDW10,424.51131837882053,OUT019
FDP20,2015.7974178270586,OUT017
FDK32,2514.0242332605194,OUT046
FDN52,1372.6907022926375,OUT049
FDM58,1718.106704314258,OUT045
FDZ46,2926.37850697255,OUT027
NCA18,1873.0609312700308,OUT018
FDD35,2080.5105135849863,OUT046
NCK31,767.5118402620456,OUT035
FDI40,2852.2655076748056,OUT027
FDT50,239.23520003267748,OUT019
NCT06,2629.205751290619,OUT046
FDT31,2998.631994310858,OUT035
FDT45,863.1865081294308,OUT049
FDT13,3107.669226010553,OUT045
FDO50,1388.0490072020318,OUT045
NCU18,277.8836273990299,OUT010
NCR54,3082.3518266779593,OUT049
NCO18,2836.769320169557,OUT018
FDU09,868.7431716321175,OUT045
FDT13,3040.3336830727417,OUT018
FDE09,1749.3267068714172,OUT046
NCK53,249.69378206664442,OUT019
FDG45,3589.2977398330613,OUT049
DRH15,673.0313077470123,OUT035
FDO21,575.5278341949169,OUT019
FDD14,5083.3956808834155,OUT027
FDC09,1650.1858532265296,OUT046
FDH45,1010.5881146073947,OUT027
FDV32,1138.5203485119848,OUT046
FDG12,1985.1867757513057,OUT035
FDS32,2089.135679323628,OUT013
NCL55,3847.502348418615,OUT018
DRE01,3840.809219147469,OUT035
DRE15,1276.5328435365927,OUT049
NCL42,3925.6295472918637,OUT045
FDP31,1275.394819919875,OUT013
FDN33,1435.4229570348068,OUT018
FDZ59,2538.563458879499,OUT046
FDE45,429.06643454322017,OUT010
FDJ07,1994.7459384347394,OUT013
FDQ45,3046.5234526347986,OUT018
FDM33,5842.358097784704,OUT027
FDO15,150.54491780442464,OUT010
FDM46,1463.5647361846752,OUT013
FDR03,3434.91878969442,OUT045
FDY49,2668.7464557783387,OUT018
FDQ60,1923.8596935475746,OUT045
FDW10,2841.1573225794,OUT049
FDO51,681.6540931567154,OUT049
FDJ40,1642.792567181248,OUT018
FDS20,3063.2439422033663,OUT018
FDU45,1810.7713479506704,OUT013
FDV02,2773.8529023314013,OUT035
FDN09,3998.906439305216,OUT046
NCM55,5088.125003536459,OUT027
FDN23,2376.328938883062,OUT018
FDY31,363.8126548607176,OUT010
FDW03,241.8437428101661,OUT010
FDD14,3032.9408434962465,OUT046
FDV23,2004.6013846067872,OUT017
DRI03,2882.5874266256997,OUT045
FDN13,1562.050411561954,OUT035
FDF45,1336.4620821428605,OUT027
FDU46,1368.5589269603763,OUT035
FDB57,3726.038016455389,OUT049
FDV12,1565.1302753194632,OUT049
FDQ58,2449.5748101807967,OUT013
NCA18,1900.251521171658,OUT017
FDH52,994.5648130286853,OUT049
FDM24,2379.003653877371,OUT018
NCP43,4853.829803550731,OUT027
NCO18,427.32042705333697,OUT019
FDM32,1395.7725198221206,OUT017
NCL07,596.2572277875614,OUT017
FDK03,4070.1962786317295,OUT013
FDP59,1645.6896313176205,OUT017
FDQ24,4049.9018728368683,OUT049
FDQ16,1642.4732718205312,OUT018
FDU44,2581.937250315073,OUT013
FDH28,131.16278318839676,OUT010
FDV28,131.16278318839676,OUT019
FDM22,862.9115426770467,OUT045
FDR56,3094.95007493497,OUT046
FDV39,3082.6328771184358,OUT049
FDU37,172.89973579307713,OUT019
FDQ11,575.3994655290788,OUT010
FDX02,3735.8167966926326,OUT045
NCS42,1431.371753458628,OUT018
FDY57,2815.1207726269113,OUT027
FDB21,3875.6594922221684,OUT049
FDE28,3826.1462305276846,OUT017
FDQ55,1942.1600032080182,OUT017
FDA48,3676.0510486168646,OUT049
FDZ19,2868.8085010872996,OUT045
NCC43,3978.192445888457,OUT045
NCV18,1361.5088144346455,OUT046
NCA42,2496.8933007991,OUT018
FDY45,4157.033267796349,OUT046
NCC30,2954.6742268845874,OUT045
FDM57,1437.8061736412712,OUT013
FDL09,383.2836510998987,OUT010
FDB09,2991.9226225677967,OUT027
FDT44,1934.8270585663454,OUT035
NCT06,4265.418713121217,OUT027
FDX26,3109.426957736962,OUT049
FDK32,2522.801364118761,OUT013
DRA12,2118.9329660743197,OUT046
FDO46,486.442887914367,OUT010
FDE52,1434.7084024430085,OUT013
NCH42,3790.975940996449,OUT045
FDV08,619.7187264804003,OUT035
FDB47,3451.2819736758333,OUT018
FDC28,257.7355199481859,OUT010
FDD22,1914.9181858700883,OUT046
FDS07,2936.8856826352066,OUT027
DRI13,3638.0465145650564,OUT045
FDG32,3526.3791643362415,OUT018
FDU14,4078.552275153385,OUT017
FDD28,131.60212982242575,OUT019
NCP41,1663.7721465204768,OUT017
FDS08,2871.0502014535077,OUT049
FDX47,2500.7902535091,OUT045
FDC53,247.85068508629544,OUT019
FDQ19,3997.227241449719,OUT035
FDL14,2447.092705225842,OUT045
FDM33,576.1881935540893,OUT019
FDA51,1882.8548899322006,OUT045
FDZ27,757.6847356324996,OUT018
FDT04,657.0214253438837,OUT046
DRC13,2045.974054950579,OUT049
FDR16,5842.358097784704,OUT027
FDQ03,5842.358097784704,OUT027
FDE38,2681.4556814341936,OUT035
DRH23,1274.3027014497006,OUT027
FDT11,488.4649141759674,OUT019
FDD09,2996.606612480082,OUT035
FDR40,1337.0086928732774,OUT045
FDX07,3018.2165161184357,OUT017
FDR07,1530.0112662913334,OUT035
FDA51,1886.2812197292092,OUT017
FDT59,576.109779223633,OUT019
FDF20,3075.132528942611,OUT017
FDR13,1913.2569821346985,OUT045
FDY26,3622.2222465310715,OUT049
FDW04,2019.6196275878724,OUT017
FDK52,3801.8383032603133,OUT017
FDN60,2576.532749638873,OUT049
FDM09,412.68941858960477,OUT019
FDP46,1369.3579697057403,OUT049
FDB50,172.7502005654205,OUT019
NCQ29,4038.646393232468,OUT049
FDP16,5840.289341017683,OUT027
FDX33,2504.2984180708154,OUT018
FDP07,505.48003705384343,OUT010
FDN22,4005.778869622444,OUT046
FDF39,4160.61610593749,OUT049
FDS21,960.4344199305845,OUT017
NCM42,1658.4085310077987,OUT013
FDK50,381.6139397602997,OUT019
DRF13,4039.4003494942817,OUT027
FDH35,2552.7795825349763,OUT018
FDP60,1552.658444930031,OUT018
DRJ49,3003.9793813366928,OUT027
NCT42,362.4826466134242,OUT019
FDE38,2678.9365931809407,OUT049
FDI04,3104.156086091697,OUT049
NCH54,2571.380475455378,OUT045
FDT56,910.1449024459084,OUT049
DRD15,3591.0553758157766,OUT018
FDV58,3026.54952938941,OUT013
FDP21,3122.1819623430447,OUT049
FDH05,3738.3924837724458,OUT013
FDR10,4250.002831596376,OUT027
NCP06,2499.3657350813114,OUT045
FDF33,1656.5984202260602,OUT049
DRK37,3132.9105333886855,OUT013
DRH49,1331.8071060231816,OUT045
FDT58,2667.2922025726316,OUT013
FDD41,1635.5416673725622,OUT018
FDP40,1691.1349371489198,OUT018
FDM51,2853.200197345758,OUT027
FDO45,196.54447614982917,OUT010
FDW33,241.64495096893344,OUT010
FDY24,868.2437342840657,OUT045
FDB10,575.3763312351854,OUT010
FDM40,2055.848274990295,OUT035
NCI06,3047.1894956257543,OUT017
FDW12,335.60167550138175,OUT019
FDX48,4101.13624130085,OUT027
NCW05,2871.17531990965,OUT027
FDX27,1498.2423225586795,OUT017
DRM37,3099.706882092956,OUT045
FDA38,3895.3959161846,OUT045
FDR36,654.7142776777401,OUT046
FDZ45,3131.8623027477947,OUT046
FDG05,2503.542857921065,OUT017
FDK28,4184.134185563365,OUT013
FDV47,1352.177641838476,OUT045
FDN21,2587.5022583056884,OUT045
FDP20,2998.802094901237,OUT027
FDI35,3112.011588809274,OUT045
DRY23,721.2011651781911,OUT013
FDA56,2041.939007129199,OUT017
FDB09,2020.6954947721988,OUT013
NCO26,2952.7107899462612,OUT027
FDQ49,2488.6605631522652,OUT018
FDI52,2989.999587511882,OUT027
FDZ44,2953.645479617214,OUT027
FDZ09,2565.4305205382607,OUT018
FDY03,1904.7583678961978,OUT049
NCG42,2042.2874252061745,OUT017
DRI13,5842.358097784704,OUT027
FDQ32,2045.4162984935201,OUT013
FDW16,1389.260533951494,OUT035
FDU27,806.3847524965329,OUT046
FDR28,382.42029991301524,OUT010
FDQ49,377.3841855914008,OUT010
FDS37,1942.6105580239998,OUT046
FDW26,3467.080067286408,OUT018
FDX12,3766.0184169984755,OUT018
NCP06,2503.046391095385,OUT013
FDW45,363.4051301801389,OUT010
NCN30,1485.1688336142772,OUT049
FDN24,863.0535154274968,OUT049
NCL41,997.9254707632692,OUT027
FDR02,259.8611745215839,OUT019
FDD09,444.7572181275482,OUT010
FDS33,197.1072344163335,OUT010
FDU22,1975.027015970051,OUT045
FDI53,2541.917176775913,OUT013
DRH01,2854.889036683727,OUT049
FDX32,2117.4220144797537,OUT013
NCP30,608.6271411898699,OUT018
FDB60,3078.8650116622716,OUT045
FDB14,1438.355244919972,OUT049
NCP02,866.7639111123583,OUT035
FDJ10,2019.7309041452982,OUT017
FDG34,1721.9674435760978,OUT046
NCB18,1371.0324670604055,OUT017
FDM16,1132.0787122855443,OUT049
FDW25,1337.338276302862,OUT018
FDB35,221.87333064434742,OUT010
DRN11,2129.0883747962393,OUT013
FDF41,575.8205395609264,OUT019
FDH16,1374.7604267466068,OUT045
NCQ50,3523.443517241042,OUT018
DRH23,869.8195113793128,OUT018
DRJ37,2455.7888537440954,OUT013
DRJ24,5083.3956808834155,OUT027
FDY16,3036.306521164607,OUT035
FDQ27,1654.0186139665009,OUT045
FDZ33,2453.3920283190105,OUT045
FDF29,2083.101833744324,OUT045
FDA08,2578.1659122438473,OUT049
FDG31,1131.1587844502944,OUT046
FDE34,459.31627394316945,OUT019
NCR30,1456.6710723320311,OUT027
FDV33,4147.515898667266,OUT035
DRZ24,1947.277379952322,OUT018
NCL54,2864.905619124087,OUT035
FDR12,2891.4732941524935,OUT049
NCC54,3790.0086778444925,OUT046
DRN59,836.5132006956671,OUT013
FDX50,260.4106317299939,OUT019
FDV31,4788.8522374726945,OUT027
NCA29,4444.471615030814,OUT027
FDW60,2916.2601968989457,OUT049
FDX08,3102.0884102567775,OUT017
DRD49,3798.934071866137,OUT013
FDD33,3819.84126113076,OUT046
FDW35,719.9299213708525,OUT013
FDJ36,1649.7868514598945,OUT017
FDV51,2683.1472348405437,OUT035
FDW36,1654.6148025825914,OUT046
FDH35,2599.2130556265874,OUT046
NCS30,3003.04469166574,OUT027
FDN49,603.1470614747509,OUT017
FDL08,3759.0037093079136,OUT018
FDI09,3901.0562545136386,OUT013
FDP19,1992.7166643536452,OUT018
FDU21,131.16278318839676,OUT010
NCP41,1654.9488821142834,OUT045
FDY10,1824.7675846379695,OUT013
FDP12,590.7905061865491,OUT018
NCN26,1953.675235667037,OUT049
FDK44,2851.3645652963833,OUT013
FDC28,1662.5130956783607,OUT049
FDJ41,5840.289341017683,OUT027
NCT29,1995.94629237193,OUT035
NCH42,575.3994655290788,OUT019
FDU60,2613.7210737650826,OUT018
FDS02,3097.280462460968,OUT045
FDC51,2080.370569064313,OUT046
FDU03,3052.4726725132127,OUT013
FDX39,3637.67856817971,OUT045
NCY05,131.16278318839676,OUT010
NCL06,5840.289341017683,OUT027
FDD32,1280.7921408188429,OUT035
NCN41,1986.6306005300107,OUT045
NCX53,2147.592862256539,OUT049
FDU57,363.3416462323549,OUT019
FDQ23,1652.3535540592368,OUT046
FDQ52,3967.9142135269526,OUT045
FDC14,624.6308634511558,OUT045
FDY09,2909.4443111493956,OUT035
FDQ28,2527.2922683228494,OUT045
FDV25,3755.2905308492836,OUT046
FDJ07,1953.0833399253931,OUT035
DRB25,1653.5785974396358,OUT049
FDK52,576.1881935540893,OUT019
FDY52,1408.7796861151658,OUT027
FDB28,3110.909702680695,OUT046
FDT36,596.2724322447901,OUT035
FDV25,3801.9125667608987,OUT017
NCN07,3003.9793813366928,OUT027
FDC57,2997.8083006343954,OUT017
FDQ03,3658.3735597508207,OUT018
FDU23,2721.4588096137536,OUT017
NCX41,3647.158754189148,OUT035
NCD06,763.6331262393879,OUT035
FDW08,1653.318170890814,OUT045
NCU29,2411.0827552362716,OUT017
NCE06,2515.8568768728164,OUT013
FDV52,268.2419807115779,OUT010
FDB02,2914.540738629656,OUT017
NCR18,631.6532454512259,OUT045
FDK16,1485.2458790257028,OUT049
NCQ29,575.9489082267644,OUT010
FDZ01,249.31178593489966,OUT019
FDW27,2496.5014199334523,OUT035
FDD17,3667.5833670804896,OUT018
FDW39,2880.3744908769363,OUT013
DRH59,1093.822497398775,OUT045
FDS52,1639.977459993078,OUT013
FDU40,5755.504514938656,OUT027
NCF54,2836.65518106011,OUT013
FDH46,1652.9903352078736,OUT045
NCP14,1652.0514378611424,OUT049
FDH50,3138.4188446901785,OUT049
DRF15,367.6475158301572,OUT010
FDV27,2574.531062416472,OUT027
NCJ06,2026.0360872151389,OUT049
FDN02,3265.7146235719556,OUT018
FDQ51,775.6780835814685,OUT049
FDQ07,3665.30347270374,OUT017
FDS45,1653.3818328178638,OUT049
NCJ06,2003.8780455198037,OUT045
FDD36,1959.7564219062083,OUT035
FDY25,3113.963066535326,OUT045
FDU52,2445.126414269882,OUT046
DRK47,3787.287019181068,OUT017
NCL30,2015.2973381288202,OUT017
FDN22,4007.4094793757067,OUT035
NCF30,2997.867405230285,OUT027
FDK03,4097.564719545783,OUT035
FDT45,866.034659670736,OUT017
NCC54,5840.289341017683,OUT027
