Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDI50,1710.720450683527,OUT019
FDS09,1104.35274976031,OUT035
NCC31,3861.4868349885737,OUT027
FDQ07,1570.3560600779101,OUT019
FDC22,3127.2816064612593,OUT017
FDZ56,2686.513497782121,OUT046
FDZ40,-886.7626110244157,OUT019
FDS46,3392.0789039431993,OUT027
DRD24,2178.022593193437,OUT045
FDV45,3076.1107171873223,OUT017
FDL26,2402.330000139259,OUT045
FDA56,1738.9110946749893,OUT018
FDN27,1901.2545117692036,OUT046
FDM20,3893.6092714590472,OUT049
FDO16,1507.2173898711965,OUT017
FDL03,3249.545728230856,OUT035
FDE58,1865.621930293583,OUT046
FDI02,3275.7956275253136,OUT027
NCC55,-1192.377000544571,OUT019
FDR03,2987.901152054704,OUT018
FDB14,1662.1679460339792,OUT017
FDR45,3772.5792602048527,OUT013
NCN07,2178.6437601828306,OUT017
FDM51,-145.53768410605653,OUT019
FDT52,5264.676501721284,OUT027
FDL26,2437.143782847011,OUT046
NCZ42,3677.86896703617,OUT046
DRI47,456.8521841976941,OUT019
FDW40,2322.4472749602055,OUT013
FDN34,2710.536077948419,OUT046
FDS01,2961.64901331318,OUT035
NCG55,1786.9058715791346,OUT045
FDC11,1578.889640068445,OUT035
FDX35,3287.552822041207,OUT018
NCB06,2504.7436220358863,OUT046
FDR09,2147.0068762252195,OUT019
FDC53,1723.1701314393001,OUT017
FDY45,3990.4304464530264,OUT013
FDA22,754.8653210773704,OUT010
FDE02,1702.4437496190933,OUT035
FDW21,1637.8254474510584,OUT045
FDV34,1307.5016795396903,OUT046
FDS59,1937.410753808056,OUT049
NCW17,2147.7122949500326,OUT017
NCK54,1804.4971605622077,OUT046
FDG17,1966.8955471256704,OUT019
FDG35,2883.7181900134233,OUT017
FDD08,-1134.5765725347403,OUT010
NCO07,3381.119354802671,OUT017
FDJ10,409.0743816793182,OUT010
FDW36,1811.7912010783198,OUT017
FDW21,-104.46172867600717,OUT010
FDY19,2023.8981623947702,OUT017
DRE03,889.3223243086384,OUT013
NCC55,786.130311373285,OUT049
FDH52,-728.136980609194,OUT010
FDO09,4203.267619634895,OUT017
FDU43,3686.9487312052206,OUT045
FDX09,883.5188100450081,OUT010
FDH40,-431.8870969130992,OUT019
FDW58,1823.7420261733257,OUT017
FDC47,3624.1058505220467,OUT017
NCR41,1674.3492540532347,OUT035
DRG49,3913.4476038662806,OUT035
FDC52,3894.603804957206,OUT027
FDY13,1276.9689188702796,OUT046
FDY35,915.8285060569287,OUT013
FDI35,2960.6368349259697,OUT017
NCU18,2342.6309631222516,OUT049
FDY33,2273.2012978670004,OUT018
FDC15,3895.3123898934896,OUT027
FDU01,3082.50972815646,OUT049
NCU42,2650.1568886481627,OUT046
NCV29,2512.7320213118337,OUT018
NCY30,2959.9824709975323,OUT017
FDQ46,1913.0945804426635,OUT049
FDG58,3895.0606737330477,OUT027
FDK33,3446.5487531721233,OUT017
NCD07,1756.6520651494627,OUT045
NCX29,3699.261649927388,OUT027
NCT42,2382.283708216127,OUT013
DRN59,948.0167681826244,OUT035
FDI44,1465.3501433905146,OUT035
FDA45,2867.566369360889,OUT049
FDP31,1088.4448376179603,OUT045
FDY01,1874.2015536922413,OUT046
FDT09,1921.9124976175208,OUT018
DRH03,2974.0502070127995,OUT027
FDA36,2682.497330391175,OUT018
NCF31,2514.308996755029,OUT017
FDG14,2548.1904585180646,OUT049
FDG28,5255.859874286136,OUT027
FDU14,3974.302850045398,OUT049
FDY47,277.6410696736925,OUT019
FDI56,1604.5953567263803,OUT049
DRD01,1058.2901272256604,OUT013
FDM22,1015.6800257938478,OUT046
FDH33,806.1190529789475,OUT013
DRZ24,1906.8063733416097,OUT013
NCQ38,1707.0368517346744,OUT046
FDO16,2848.951686969095,OUT027
FDU07,3804.0672245512205,OUT027
NCB07,3053.2156327513007,OUT013
FDU48,2070.6775038584847,OUT045
NCM43,2539.1369107319306,OUT045
FDR31,477.44426877699664,OUT010
DRK49,485.86409650238943,OUT018
NCI30,1891.2851961255474,OUT010
DRD60,2935.47351445511,OUT017
NCG19,3591.5948980924004,OUT046
FDH12,1864.062120350832,OUT035
FDM32,1664.4357517254257,OUT035
FDM27,2628.218778798602,OUT035
NCU53,4016.9563628576107,OUT027
NCQ18,1583.4188645225063,OUT046
FDS10,2857.0583962721116,OUT013
FDB33,3943.712059634531,OUT027
FDI12,1500.6283829248775,OUT013
NCW42,3454.653936541189,OUT013
NCC06,1793.7615499003139,OUT018
FDW02,2170.502748485484,OUT017
NCD43,1793.7506507598987,OUT017
FDM57,1168.9960201417907,OUT018
FDA58,3746.909297591484,OUT017
FDK56,2868.859468407234,OUT046
FDP52,3566.361191491098,OUT045
FDW20,1741.155285808432,OUT018
FDS52,1776.749254125511,OUT049
NCT29,1649.0057833972264,OUT018
NCL54,2751.1907865371477,OUT013
FDC05,3073.9849426773417,OUT045
FDF34,3278.4095301596935,OUT035
FDP03,3472.943069169907,OUT027
FDD32,-434.4505768399738,OUT010
FDZ10,1993.9399995433125,OUT045
FDZ40,1122.396352544153,OUT035
FDD51,516.6908408515699,OUT018
NCY30,946.5225128342403,OUT019
FDP58,3467.8473464158474,OUT017
FDV49,4193.470258837233,OUT017
FDY24,-941.3729488748813,OUT019
NCO55,1823.9188677395118,OUT017
FDR13,2050.362846686615,OUT017
FDS51,1189.7139975779803,OUT017
FDP26,1615.8048418602496,OUT045
NCB54,3480.87727345286,OUT027
FDF32,3166.5458795391764,OUT017
FDN31,2700.786913771585,OUT018
DRM48,765.5148622375216,OUT017
FDN20,2775.5039837737645,OUT049
DRL01,3623.244746982692,OUT046
FDV56,1913.096925633284,OUT049
DRH13,3174.456517837275,OUT027
FDA03,2462.1273793855803,OUT017
FDF47,4894.181646105177,OUT027
FDX32,2355.191778183758,OUT046
FDX57,1735.6968900637282,OUT049
NCA30,2873.1188278889913,OUT045
FDO49,974.9194416484165,OUT013
FDL04,-167.80036313159326,OUT019
DRM48,825.1720133677,OUT035
FDR16,3368.3395710159366,OUT013
NCC19,2710.4954688865055,OUT018
NCE42,3570.9096482473733,OUT045
FDY24,1090.8768399209434,OUT017
FDH19,2878.5713045227576,OUT049
FDJ46,2759.4005106592567,OUT013
FDN45,1587.3242280400873,OUT010
FDY08,2398.7722052657095,OUT035
FDZ37,1626.7557550636973,OUT035
NCT30,777.8860070461749,OUT045
DRY23,526.9236785631007,OUT018
NCZ30,1682.2336779154032,OUT018
FDC44,1542.390152175085,OUT018
FDB45,1873.2528661931492,OUT035
FDY04,2669.5588390578987,OUT013
FDM27,2525.9203542419823,OUT046
FDZ43,3877.3536169435333,OUT017
FDT39,601.4654602955205,OUT019
NCC06,170.06455910456384,OUT019
FDL15,3876.9166421732475,OUT027
FDL57,4122.935497378638,OUT017
FDU08,1628.3466397487941,OUT046
FDK40,4159.584103077232,OUT017
FDQ12,1698.3633906983596,OUT010
FDS48,2506.1876625124237,OUT017
FDP09,3260.859024041073,OUT045
FDW21,1775.0605104626825,OUT049
FDY25,2982.066847586627,OUT035
DRE13,1524.2590931005868,OUT017
FDV43,-1076.42927853613,OUT019
FDD22,1750.7464849776084,OUT045
FDM46,-369.8568008948903,OUT019
NCO30,1013.5279826405364,OUT010
FDM25,2774.996246729471,OUT046
NCN41,2068.8199825185975,OUT049
FDU24,1486.8750615272186,OUT045
FDZ50,2918.300990287892,OUT046
FDP45,3979.4042654531204,OUT013
NCM54,1947.0108556224397,OUT045
FDW10,870.9125108073159,OUT019
FDP20,2162.722826913635,OUT017
FDK32,2436.608621104288,OUT046
FDN52,1590.4450480915189,OUT049
FDM58,1787.2652020902683,OUT045
FDZ46,3225.57132823076,OUT027
NCA18,1609.5973540141667,OUT018
FDD35,1959.5496418915545,OUT046
NCK31,1027.9855964873898,OUT035
FDI40,3105.618117477896,OUT027
FDT50,-242.28712763251747,OUT019
NCT06,2573.1894956880024,OUT046
FDT31,3112.5250759868622,OUT035
FDT45,1049.294419795678,OUT049
FDT13,2881.6575647022582,OUT045
FDO50,1430.1268058976068,OUT045
NCU18,353.25052309004263,OUT010
NCR54,3114.9633747009048,OUT049
NCO18,2528.524666503958,OUT018
FDU09,979.3510785136883,OUT045
FDT13,2683.869470102691,OUT018
FDE09,1833.3059261031503,OUT046
NCK53,-228.19243227971697,OUT019
FDG45,3413.4409530684497,OUT049
DRH15,931.4975713600519,OUT035
FDO21,1680.8301184576667,OUT019
FDD14,4297.979926227337,OUT027
FDC09,1736.2367166925626,OUT046
FDH45,2263.680314340578,OUT027
FDV32,1119.3853350415466,OUT046
FDG12,2099.1132272101136,OUT035
FDS32,2328.7847678870767,OUT013
NCL55,3573.050996881735,OUT018
DRE01,3864.2169874837145,OUT035
DRE15,1387.387148691393,OUT049
NCL42,3736.224320534575,OUT045
FDP31,1161.9884008858937,OUT013
FDN33,1304.9018318460585,OUT018
FDZ59,2637.5832059627073,OUT046
FDE45,931.7170442615128,OUT010
FDJ07,1961.667058619558,OUT013
FDQ45,2670.282769785312,OUT018
FDM33,4824.039690171043,OUT027
FDO15,-519.8793843700564,OUT010
FDM46,1552.2680968235727,OUT013
FDR03,3190.1469128328354,OUT045
FDY49,2422.854669517217,OUT018
FDQ60,1893.145712523103,OUT045
FDW10,2873.0294967280415,OUT049
FDO51,966.9287911132561,OUT049
FDJ40,1551.9973485984335,OUT018
FDS20,2597.080712696284,OUT018
FDU45,1923.3271779213512,OUT013
FDV02,2814.697887045014,OUT035
FDN09,3749.953720491576,OUT046
NCM55,4327.7409433552875,OUT027
FDN23,2074.7410184810733,OUT018
FDY31,450.208510104556,OUT010
FDW03,-72.4203801589399,OUT010
FDD14,2856.446521849188,OUT046
FDV23,2110.067474773322,OUT017
DRI03,2682.767346624478,OUT045
FDN13,1758.848205106833,OUT035
FDF45,2527.520464847725,OUT027
FDU46,1659.902434696213,OUT035
FDB57,3617.7675884732244,OUT049
FDV12,1780.8452666320325,OUT049
FDQ58,2424.8736722459853,OUT013
NCA18,1958.0200842507113,OUT017
FDH52,1217.0359060082646,OUT049
FDM24,2151.7123178472757,OUT018
NCP43,4256.692458316629,OUT027
NCO18,906.784027951768,OUT019
FDM32,1615.1951628050056,OUT017
NCL07,801.8355201841123,OUT017
FDK03,3992.6014048678235,OUT013
FDP59,1831.4802249927113,OUT017
FDQ24,3974.6046895291033,OUT049
FDQ16,1532.9992584428555,OUT018
FDU44,2626.331934012564,OUT013
FDH28,-1126.9730431551789,OUT010
FDV28,-1200.608105887221,OUT019
FDM22,947.9048317784262,OUT045
FDR56,3097.64209901269,OUT046
FDV39,3183.546040753554,OUT049
FDU37,-506.25545936869287,OUT019
FDQ11,2181.3183523407806,OUT010
FDX02,3412.86242134427,OUT045
NCS42,1242.997616179015,OUT018
FDY57,3014.870063125645,OUT027
FDB21,3819.707638948527,OUT049
FDE28,3682.5667883767796,OUT017
FDQ55,1994.7399937775822,OUT017
FDA48,3546.5897334169163,OUT049
FDZ19,2679.1758959254676,OUT045
NCC43,3797.533790777962,OUT045
NCV18,1335.3616333727455,OUT046
NCA42,2216.5400007928984,OUT018
FDY45,3949.490174340209,OUT046
NCC30,2735.645586799643,OUT045
FDM57,1506.8977422823796,OUT013
FDL09,774.8499612435265,OUT010
FDB09,3448.755511346432,OUT027
FDT44,2054.2912025825217,OUT035
NCT06,3995.36125205819,OUT027
FDX26,2976.602520581374,OUT049
FDK32,2507.8532072315875,OUT013
DRA12,2240.555734008259,OUT046
FDO46,1114.508602715056,OUT010
FDE52,1519.117194989921,OUT013
NCH42,3497.0430517374716,OUT045
FDV08,911.3748663967767,OUT035
FDB47,3019.274040978586,OUT018
FDC28,-107.05902359028096,OUT010
FDD22,1837.3886828013349,OUT046
FDS07,3271.5142342946606,OUT027
DRI13,3300.9525921478,OUT045
FDG32,3175.431266449995,OUT018
FDU14,3974.357373813826,OUT017
FDD28,-863.5343473334,OUT019
NCP41,1880.0758094104451,OUT017
FDS08,2867.4808204782858,OUT049
FDX47,2491.0961936528674,OUT045
FDC53,-183.0831071017658,OUT019
FDQ19,3925.869967129034,OUT035
FDL14,2453.0417453724685,OUT045
FDM33,1545.5297519855549,OUT019
FDA51,1789.4543607980424,OUT045
FDZ27,617.8500868763109,OUT018
FDT04,745.113338815989,OUT046
DRC13,2123.649241225687,OUT049
FDR16,4791.908717572183,OUT027
FDQ03,5116.80455519546,OUT027
FDE38,2799.8801845587386,OUT035
DRH23,2382.2669890797847,OUT027
FDT11,1140.3272218007705,OUT019
FDD09,2973.961183574229,OUT035
FDR40,1369.1912077659676,OUT045
FDX07,3008.13679911848,OUT017
FDR07,1749.1510317052619,OUT035
FDA51,1966.612376613719,OUT017
FDT59,1724.4349580823628,OUT019
FDF20,3170.503965029035,OUT017
FDR13,1861.184430035211,OUT045
FDY26,3434.025570751616,OUT049
FDW04,2214.599647174939,OUT017
FDK52,3614.203818530473,OUT017
FDN60,2589.7378894578974,OUT049
FDM09,864.2300017043145,OUT019
FDP46,1549.084561161282,OUT049
FDB50,-573.1607888004158,OUT019
NCQ29,4059.9903549694795,OUT049
FDP16,5234.028163519499,OUT027
FDX33,2308.2185742593488,OUT018
FDP07,1234.3032445054037,OUT010
FDN22,3885.831243409356,OUT046
FDF39,4192.6064250947475,OUT049
FDS21,1225.8229377337707,OUT017
NCM42,1771.391235441852,OUT013
FDK50,718.2668158042644,OUT019
DRF13,3745.2447666146286,OUT027
FDH35,2322.9214344302072,OUT018
FDP60,1344.243213387299,OUT018
DRJ49,3490.519599425089,OUT027
NCT42,481.8276567324434,OUT019
FDE38,2758.022864779174,OUT049
FDI04,3254.516982779426,OUT049
NCH54,2418.4230303352306,OUT045
FDT56,1174.120743946717,OUT049
DRD15,3325.424200341125,OUT018
FDV58,3056.0141673907256,OUT013
FDP21,3095.277734262838,OUT049
FDH05,3685.5920097426088,OUT013
FDR10,4000.421786931596,OUT027
NCP06,2297.753050307424,OUT045
FDF33,1848.1286810770182,OUT049
DRK37,2970.4808309154423,OUT013
DRH49,1335.8893244760388,OUT045
FDT58,2678.248985761851,OUT013
FDD41,1474.537614325907,OUT018
FDP40,1584.457179593595,OUT018
FDM51,3140.7604525666634,OUT027
FDO45,-383.5200273963294,OUT010
FDW33,-154.2869215593846,OUT010
FDY24,924.1579232930411,OUT045
FDB10,1784.705518366438,OUT010
FDM40,2373.144597206197,OUT035
NCI06,2926.5858512534073,OUT017
FDW12,470.42164777404867,OUT019
FDX48,3939.036479682033,OUT027
NCW05,3127.6174665331214,OUT027
FDX27,1696.2833136456209,OUT017
DRM37,3007.075447144701,OUT045
FDA38,3697.208807405392,OUT045
FDR36,779.859572424132,OUT046
FDZ45,3104.128734729622,OUT046
FDG05,2630.618717805762,OUT017
FDK28,4032.139262676018,OUT013
FDV47,1370.888264396381,OUT045
FDN21,2472.4399256936813,OUT045
FDP20,3476.469291365366,OUT027
FDI35,2798.165997500748,OUT045
DRY23,850.0606313851744,OUT013
FDA56,2100.682555182295,OUT017
FDB09,2037.1439408277806,OUT013
NCO26,3296.739461676201,OUT027
FDQ49,2266.79945601371,OUT018
FDI52,3389.2688307596454,OUT027
FDZ44,3343.0940839469117,OUT027
FDZ09,2326.23172343544,OUT018
FDY03,1987.7488958584954,OUT049
NCG42,2161.3863943217707,OUT017
DRI13,4803.7747188898575,OUT027
FDQ32,2111.8934924948953,OUT013
FDW16,1709.6640867186122,OUT035
FDU27,862.5169781751479,OUT046
FDR28,754.0430750229247,OUT010
FDQ49,675.8180454778952,OUT010
FDS37,1890.9385509839592,OUT046
FDW26,3200.622803859785,OUT018
FDX12,3504.0454085194365,OUT018
NCP06,2415.6120286331275,OUT013
FDW45,447.8363930799343,OUT010
NCN30,1654.0620828130036,OUT049
FDN24,1043.5134498189257,OUT049
NCL41,2055.9174742583045,OUT027
FDR02,-54.093384770563716,OUT019
FDD09,967.857431714517,OUT010
FDS33,-346.76455580313313,OUT010
FDU22,1860.8550434922624,OUT045
FDI53,2622.464713721363,OUT013
DRH01,2840.7666802083463,OUT049
FDX32,2344.996605877652,OUT013
NCP30,465.9369494751345,OUT018
FDB60,3021.0965484658045,OUT045
FDB14,1675.5162447074802,OUT049
NCP02,1149.7455628314426,OUT035
FDJ10,2373.4569262893037,OUT017
FDG34,1841.6375165600618,OUT046
NCB18,1552.1957515816796,OUT017
FDM16,1411.3794007797667,OUT049
FDW25,1154.0688502612818,OUT018
FDB35,-315.4896270600534,OUT010
DRN11,2267.933005129762,OUT013
FDF41,1947.9874302475928,OUT019
FDH16,1414.617239084281,OUT045
NCQ50,3011.1584550727566,OUT018
DRH23,693.1737780348157,OUT018
DRJ37,2424.412209642027,OUT013
DRJ24,4296.009560386767,OUT027
FDY16,3040.5990455224155,OUT035
FDQ27,1700.2497105442078,OUT045
FDZ33,2286.289807724065,OUT045
FDF29,2103.8001747516532,OUT045
FDA08,2721.8133161172827,OUT049
FDG31,1128.801668217402,OUT046
FDE34,1066.178216424095,OUT019
NCR30,2652.620516733482,OUT027
FDV33,4177.029956200871,OUT035
DRZ24,1650.8781180138913,OUT018
NCL54,2810.908495299511,OUT035
FDR12,2884.0703004971756,OUT049
NCC54,3712.623917446773,OUT046
DRN59,856.5306678035017,OUT013
FDX50,-66.28745875590698,OUT019
FDV31,4213.8407823394355,OUT027
NCA29,4129.577040338583,OUT027
FDW60,2934.901547417037,OUT049
FDX08,2986.151844655999,OUT017
DRD49,3647.3743438695515,OUT013
FDD33,3555.0671501115985,OUT046
FDW35,844.8717689614398,OUT013
FDJ36,1815.9681130044432,OUT017
FDV51,2783.376980343839,OUT035
FDW36,1741.853053003916,OUT046
FDH35,2602.9311278690275,OUT046
NCS30,3484.633003250341,OUT027
FDN49,859.3003793390035,OUT017
FDL08,3530.8929007833335,OUT018
FDI09,3765.9841628140703,OUT013
FDP19,1768.5480967437898,OUT018
FDU21,-1183.3534365909277,OUT010
NCP41,1689.4040913301537,OUT045
FDY10,1877.800524968334,OUT013
FDP12,478.84897447268554,OUT018
NCN26,1948.3575469485816,OUT049
FDK44,2764.7716776807238,OUT013
FDC28,1868.4987103530789,OUT049
FDJ41,5506.050096036326,OUT027
NCT29,2111.7929355963993,OUT035
NCH42,1669.1867966175578,OUT019
FDU60,2410.6135818300877,OUT018
FDS02,2964.8400583555594,OUT045
FDC51,2031.5327257508175,OUT046
FDU03,2933.980943942195,OUT013
FDX39,3286.618884397507,OUT045
NCY05,-1195.928905812081,OUT010
NCL06,5411.168849586522,OUT027
FDD32,1536.4190736003236,OUT035
NCN41,1903.45148126661,OUT045
NCX53,2341.7208140188777,OUT049
FDU57,550.9262798622575,OUT019
FDQ23,1713.983295859672,OUT046
FDQ52,3779.61611471161,OUT045
FDC14,744.9841200615273,OUT045
FDY09,2937.1009963597953,OUT035
FDQ28,2462.2785524777637,OUT045
FDV25,3431.9737349310526,OUT046
FDJ07,2034.74129849669,OUT035
DRB25,1819.8641992989767,OUT049
FDK52,1607.8088129441203,OUT019
FDY52,2530.9618499958483,OUT027
FDB28,3083.8389355652853,OUT046
FDT36,812.7085649432735,OUT035
FDV25,3553.7106319534228,OUT017
NCN07,3508.5353656325055,OUT027
FDC57,3179.7688836246166,OUT017
FDQ03,3433.7820224867087,OUT018
FDU23,2745.593053522786,OUT017
NCX41,3435.254853927271,OUT035
NCD06,963.6773106188679,OUT035
FDW08,1645.1142304593234,OUT045
NCU29,2402.08475388066,OUT017
NCE06,2555.5305085922387,OUT013
FDV52,42.80905039322556,OUT010
FDB02,2927.906557747108,OUT017
NCR18,718.6040403882159,OUT045
FDK16,1648.3596959752845,OUT049
NCQ29,2064.303391236397,OUT010
FDZ01,-95.49243015079492,OUT019
FDW27,2643.076828553688,OUT035
FDD17,3430.4553329879495,OUT018
FDW39,2836.6131923241824,OUT013
DRH59,1149.4180822161823,OUT045
FDS52,1730.6869540480982,OUT013
FDU40,4497.142306891739,OUT027
NCF54,2756.8648695112515,OUT013
FDH46,1674.636005582961,OUT045
NCP14,1761.909725646528,OUT049
FDH50,3026.8377259587273,OUT049
DRF15,544.9587757178241,OUT010
FDV27,2940.7682905776683,OUT027
NCJ06,2034.2001682741043,OUT049
FDN02,2942.8754056444723,OUT018
FDQ51,983.5764502325413,OUT049
FDQ07,3602.2252116570503,OUT017
FDS45,1880.647863757302,OUT049
NCJ06,1885.1240909930743,OUT045
FDD36,2057.764724229508,OUT035
FDY25,2799.9806429989385,OUT045
FDU52,2448.9267790765803,OUT046
DRK47,3606.076545798793,OUT017
NCL30,2140.174481180971,OUT017
FDN22,4043.4789610505723,OUT035
