Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDQ47,605.9430769435526,OUT046
DRN36,1535.9740641911746,OUT049
NCY06,2029.558355407442,OUT035
FDE52,1385.211902836422,OUT035
NCB54,2019.5157493660297,OUT045
NCF31,2505.5083552386045,OUT035
FDJ08,5309.54604470373,OUT027
NCC07,1652.8097659200475,OUT017
NCD19,1680.8269405051924,OUT027
FDL46,1975.3665678190412,OUT049
FDM20,3980.83341883241,OUT045
NCI06,430.44598049555765,OUT010
DRM11,4124.344889323143,OUT035
NCH07,2483.3385764776303,OUT018
FDS23,2041.3257356255774,OUT013
FDO49,746.905094319735,OUT018
FDS35,1030.2866493820352,OUT049
DRK39,1335.8225822875693,OUT045
DRI39,853.1831591238533,OUT049
FDV04,2535.49945542824,OUT017
NCN14,3089.1075136459613,OUT035
FDH08,3838.3199998595737,OUT013
FDS20,3113.6875133160747,OUT046
FDV40,1153.9914398630642,OUT049
FDZ48,245.0436772880101,OUT010
FDS24,2425.180127780024,OUT027
FDK44,2877.9010242185623,OUT049
FDS48,2508.779871649148,OUT045
FDK26,599.0008026871776,OUT010
FDD23,3087.295626539478,OUT045
NCH54,2606.8440791158278,OUT017
NCP14,228.39643504951397,OUT010
FDM60,79.40948833978314,OUT010
FDV24,2458.092259159907,OUT017
FDH08,3343.5137488352825,OUT018
FDS12,3320.4423731346797,OUT027
FDR39,4869.523500976255,OUT027
FDP12,958.9159174851716,OUT027
DRF60,6043.814343886989,OUT027
FDC09,1649.6089038229065,OUT035
FDF50,3009.0724574097435,OUT018
FDG28,4001.6571673974227,OUT035
NCE19,855.6009433024863,OUT017
NCM53,245.8284914708319,OUT010
NCN18,1713.041645245707,OUT049
FDF32,3124.5102154111646,OUT035
FDF11,3994.3916599942327,OUT013
DRI59,3858.5137586032765,OUT049
NCG54,2785.7116183607422,OUT035
FDM44,1640.1305874673983,OUT046
FDT57,3414.45105039055,OUT018
FDV24,2456.5878985337276,OUT046
FDI50,478.657732728175,OUT019
FDS09,775.5792406547063,OUT035
NCC31,3847.1582475858427,OUT027
FDQ07,608.0495304536909,OUT019
FDC22,3101.436758613654,OUT017
FDZ56,2789.7558027054592,OUT046
FDZ40,187.61042333136123,OUT019
FDS46,3043.3848095761487,OUT027
DRD24,2070.6374169067863,OUT045
FDV45,3091.6458421761376,OUT017
FDL26,2521.26326169865,OUT045
FDA56,1934.5886643213794,OUT018
FDN27,1977.2499054368657,OUT046
FDM20,3986.874600579643,OUT049
FDO16,1341.3138976753312,OUT017
FDL03,3074.384922743094,OUT035
FDE58,1987.4019480479906,OUT046
FDI02,3145.789120129771,OUT027
NCC55,78.511301848201,OUT019
FDR03,3147.5995067085473,OUT018
FDB14,1454.842636586296,OUT017
FDR45,3981.8030028791472,OUT013
NCN07,2046.4159880174122,OUT017
FDM51,282.69566723045716,OUT019
FDT52,6247.958303458749,OUT027
FDL26,2505.4789243351624,OUT046
NCZ42,3926.9689056218913,OUT046
DRI47,413.9208581851848,OUT019
FDW40,2083.2817286389363,OUT013
FDN34,2770.8083142410833,OUT046
FDS01,2946.011802779913,OUT035
NCG55,1940.479755235107,OUT045
FDC11,1364.945339592192,OUT035
FDX35,3332.6843869517497,OUT018
NCB06,2576.942204891879,OUT046
FDR09,604.6928771208537,OUT019
FDC53,1539.802779585745,OUT017
FDY45,4101.032901873741,OUT013
FDA22,360.097551660565,OUT010
FDE02,1518.8920567320113,OUT035
FDW21,1644.5540279986965,OUT045
FDV34,1141.8237846483303,OUT046
FDS59,1660.6100583399855,OUT049
NCW17,2062.304077823134,OUT017
NCK54,1997.6604697541534,OUT046
FDG17,483.7604233317087,OUT019
FDG35,2699.7356957328184,OUT017
FDD08,74.01254480906591,OUT010
NCO07,3661.8327697236314,OUT017
FDJ10,275.9878795933711,OUT010
FDW36,1649.852543485439,OUT017
FDW21,198.85043062533555,OUT010
FDY19,1954.923615207596,OUT017
DRE03,756.5762334757862,OUT013
NCC55,615.3498230126484,OUT049
FDH52,153.22867804658475,OUT010
FDO09,4137.26848466427,OUT017
FDU43,3937.720465044581,OUT045
FDX09,427.1246676961405,OUT010
FDH40,227.3519384560605,OUT019
FDW58,1649.877429337946,OUT017
FDC47,3809.2165336345065,OUT017
NCR41,1505.638312975313,OUT035
DRG49,3938.454808754052,OUT035
FDC52,4110.124601996556,OUT027
FDY13,1158.2483959311626,OUT046
FDY35,629.3980596794532,OUT013
FDI35,3094.90042450812,OUT017
NCU18,2088.7387475588316,OUT049
FDY33,2482.854142528973,OUT018
FDC15,3845.716571454372,OUT027
FDU01,3053.8195335521677,OUT049
NCU42,2784.205251831307,OUT046
NCV29,2845.278156109095,OUT018
NCY30,3092.2364332192797,OUT017
FDQ46,1744.8081487240588,OUT049
FDG58,4109.730158029806,OUT027
FDK33,3660.8696954095653,OUT017
NCD07,1958.5274973101195,OUT045
NCX29,3739.604351867901,OUT027
NCT42,2448.9329038018095,OUT013
DRN59,755.0766221377942,OUT035
FDI44,1281.8402924132827,OUT035
FDA45,2647.321292582975,OUT049
FDP31,1050.051140364889,OUT045
FDY01,1951.6672091354894,OUT046
FDT09,1951.522536430839,OUT018
DRH03,2511.334539233604,OUT027
FDA36,2959.806705594867,OUT018
NCF31,2473.3393067180177,OUT017
FDG14,2470.102341819323,OUT049
FDG28,6245.5048116672715,OUT027
FDU14,4098.450556363783,OUT049
FDY47,297.6244132927747,OUT019
FDI56,1386.81723901882,OUT049
DRD01,841.9948273810814,OUT013
FDM22,854.3340237452239,OUT046
FDH33,622.105942459809,OUT013
DRZ24,1983.0065585348816,OUT013
NCQ38,1649.832380399983,OUT046
FDO16,2349.7232556127624,OUT027
FDU07,3789.025886305535,OUT027
NCB07,3068.859772365159,OUT013
FDU48,2028.7307186915448,OUT045
NCM43,2629.130235180309,OUT045
FDR31,350.4631172473685,OUT010
DRK49,593.1016124782902,OUT018
NCI30,621.7164926070808,OUT010
DRD60,3059.321878950289,OUT017
NCG19,3818.4754579626806,OUT046
FDH12,1652.7760108112038,OUT035
FDM32,1447.0960998878813,OUT035
FDM27,2552.6441310098016,OUT035
NCU53,4222.248234778149,OUT027
NCQ18,1564.9430815853568,OUT046
FDS10,2949.1379375956403,OUT013
FDB33,4142.748745644088,OUT027
FDI12,1351.87886865343,OUT013
NCW42,3736.6778712475457,OUT013
NCC06,1942.0535008913582,OUT018
FDW02,2034.584430406773,OUT017
NCD43,1650.8259982931527,OUT017
FDM57,1318.807977166994,OUT018
FDA58,3932.964657704463,OUT017
FDK56,3102.8909609806983,OUT046
FDP52,3851.907930678383,OUT045
FDW20,1933.3267492625373,OUT018
FDS52,1616.1940657524449,OUT049
NCT29,1894.8819232693897,OUT018
NCL54,2890.086829331595,OUT013
FDC05,3072.0104590879173,OUT045
FDF34,3047.6092602867434,OUT035
FDP03,3256.1995643667506,OUT027
FDD32,189.49507191816463,OUT010
FDZ10,2024.7341948201267,OUT045
FDZ40,847.8774972260919,OUT035
FDD51,601.5784795598361,OUT018
NCY30,451.4848802710424,OUT019
FDP58,3726.9029754639305,OUT017
FDV49,4162.906650191072,OUT017
FDY24,136.5978362498032,OUT019
NCO55,1657.0327987695196,OUT017
FDR13,1951.2764667469578,OUT017
FDS51,966.6160692811388,OUT017
FDP26,1649.3975302660403,OUT045
NCB54,3428.618660107082,OUT027
FDF32,3087.147554745666,OUT017
FDN31,3010.344795471938,OUT018
DRM48,604.9911947412681,OUT017
FDN20,2772.7000708219734,OUT049
DRL01,3801.5926790807835,OUT046
FDV56,1652.3081268644273,OUT049
DRH13,2566.5239025234955,OUT027
FDA03,2503.5038509948727,OUT017
FDF47,6080.635431820738,OUT027
FDX32,2500.5409186702377,OUT046
FDX57,1532.7142342361535,OUT049
NCA30,3058.7836673257543,OUT045
FDO49,758.9154379405603,OUT013
FDL04,247.66510121808085,OUT019
DRM48,606.8391388343915,OUT035
FDR16,3633.487735204063,OUT013
NCC19,3010.6726184462227,OUT018
NCE42,3905.9838628341977,OUT045
FDY24,854.6740014413932,OUT017
FDH19,2886.5084423011563,OUT049
FDJ46,2860.8801548137353,OUT013
FDN45,601.202994631142,OUT010
FDY08,2044.000662736463,OUT035
FDZ37,1365.7257388435664,OUT035
NCT30,759.1700101611876,OUT045
DRY23,596.2539989473971,OUT018
NCZ30,1930.257409482498,OUT018
FDC44,1834.5325291491868,OUT018
FDB45,1648.6603348676997,OUT035
FDY04,2572.9780539218236,OUT013
FDM27,2572.4807636800306,OUT046
FDZ43,3947.0743086373127,OUT017
FDT39,446.18079520570524,OUT019
NCC06,278.7948959168109,OUT019
FDL15,3964.732542750051,OUT027
FDL57,4081.9416224064585,OUT017
FDU08,1557.3825715413384,OUT046
FDK40,4294.4907725194735,OUT017
FDQ12,575.977496381447,OUT010
FDS48,2500.4630860482457,OUT017
FDP09,3656.0237326933266,OUT045
FDW21,1568.608873400776,OUT049
FDY25,3059.181980536991,OUT035
DRE13,1357.6376924623344,OUT017
FDV43,86.36755265576325,OUT019
FDD22,1745.1071041966907,OUT045
FDM46,260.4750339858137,OUT019
NCO30,505.87044246695854,OUT010
FDM25,2879.7766414630464,OUT046
NCN41,2032.3834868796532,OUT049
FDU24,1461.2222897456559,OUT045
FDZ50,3106.638135601118,OUT046
FDP45,4046.4565268797196,OUT013
NCM54,2021.2682329938452,OUT045
FDW10,419.6759460415733,OUT019
FDP20,2029.9065640014464,OUT017
FDK32,2502.0057976291787,OUT046
FDN52,1366.3465097836875,OUT049
FDM58,1715.7248081434357,OUT045
FDZ46,3021.6177741789165,OUT027
NCA18,1829.8780471270836,OUT018
FDD35,2064.654184130476,OUT046
NCK31,760.8469004130525,OUT035
FDI40,2714.336102489339,OUT027
FDT50,247.31762199268752,OUT019
NCT06,2599.5696882946368,OUT046
FDT31,3043.3007156062345,OUT035
FDT45,822.6934219856603,OUT049
FDT13,3091.194977273498,OUT045
FDO50,1390.193860293115,OUT045
NCU18,292.06101070088164,OUT010
NCR54,3103.938044987329,OUT049
NCO18,2839.2495546742484,OUT018
FDU09,856.2626354565489,OUT045
FDT13,3015.4169697302277,OUT018
FDE09,1760.2044683624551,OUT046
NCK53,261.8925595464212,OUT019
FDG45,3634.4138466668346,OUT049
DRH15,670.8070656063284,OUT035
FDO21,596.8227811951613,OUT019
FDD14,5274.242264876512,OUT027
FDC09,1649.6089038229065,OUT046
FDH45,961.9214847224033,OUT027
FDV32,1049.477544005018,OUT046
FDG12,2029.1116751531035,OUT035
FDS32,2060.914573135965,OUT013
NCL55,3592.40350896046,OUT018
DRE01,3890.372704007307,OUT035
DRE15,1260.4456000548153,OUT049
NCL42,3918.7792118905477,OUT045
FDP31,1011.57450335498,OUT013
FDN33,1436.9606690413484,OUT018
FDZ59,2562.6799556878077,OUT046
FDE45,404.01870265886316,OUT010
FDJ07,1992.9300711941958,OUT013
FDQ45,2958.8834583507687,OUT018
FDM33,5651.899135067018,OUT027
FDO15,173.9831529616646,OUT010
FDM46,1455.4418554021702,OUT013
FDR03,3399.165501323229,OUT045
FDY49,2618.963857603336,OUT018
FDQ60,1957.6070470362008,OUT045
FDW10,2670.4568917763104,OUT049
FDO51,644.5563352164102,OUT049
FDJ40,1628.3215714677729,OUT018
FDS20,3022.6069860468438,OUT018
FDU45,1824.9229318059433,OUT013
FDV02,2779.4012908837235,OUT035
FDN09,3968.923692090134,OUT046
NCM55,5308.545507875505,OUT027
FDN23,2375.519080436567,OUT018
FDY31,365.3743750347342,OUT010
FDW03,223.6372020876528,OUT010
FDD14,3075.943451661707,OUT046
FDV23,2025.7806668209118,OUT017
DRI03,2871.929316098503,OUT045
FDN13,1566.8576856624213,OUT035
FDF45,1676.6746007222155,OUT027
FDU46,1364.945339592192,OUT035
FDB57,3730.4044026790375,OUT049
FDV12,1562.4360174175156,OUT049
FDQ58,2445.9504288184867,OUT013
NCA18,1933.1467941127582,OUT017
FDH52,933.1168483058393,OUT049
FDM24,2376.1706906123663,OUT018
NCP43,4873.149605298503,OUT027
NCO18,432.50035469404344,OUT019
FDM32,1403.4792479876926,OUT017
NCL07,609.7365844389436,OUT017
FDK03,4052.3337651255097,OUT013
FDP59,1647.899286185351,OUT017
FDQ24,4042.5842699431887,OUT049
FDQ16,1628.9408980702567,OUT018
FDU44,2554.1603493839866,OUT013
FDH28,95.30582423881535,OUT010
FDV28,90.85915472392378,OUT019
FDM22,851.0656203899395,OUT045
FDR56,3093.0641719895707,OUT046
FDV39,3056.0821181594306,OUT049
FDU37,195.61844443915342,OUT019
FDQ11,672.2332658356825,OUT010
FDX02,3782.0271103800005,OUT045
NCS42,1433.2039827657516,OUT018
FDY57,2695.76861196962,OUT027
FDB21,3893.383904977245,OUT049
FDE28,3869.3168233690026,OUT017
FDQ55,1962.754258201733,OUT017
FDA48,3722.420069449881,OUT049
FDZ19,2868.412692399219,OUT045
NCC43,3965.859301811074,OUT045
NCV18,1337.777867849685,OUT046
NCA42,2457.8047788509234,OUT018
FDY45,4139.393588373789,OUT046
NCC30,2965.9129366897287,OUT045
FDM57,1347.9067875490168,OUT013
FDL09,445.5138724945242,OUT010
FDB09,3340.722057879604,OUT027
FDT44,1966.7829505953337,OUT035
NCT06,4356.229139359738,OUT027
FDX26,3119.114563827818,OUT049
FDK32,2492.6327971320648,OUT013
DRA12,2133.859563218696,OUT046
FDO46,464.479389451801,OUT010
FDE52,1358.0684350009751,OUT013
NCH42,3829.2187026191787,OUT045
FDV08,623.0674922790566,OUT035
FDB47,3293.554078076217,OUT018
FDC28,272.96562609128785,OUT010
FDD22,1934.4418420063244,OUT046
FDS07,3195.244440007859,OUT027
DRI13,3679.6337656693368,OUT045
FDG32,3683.2233327740305,OUT018
FDU14,4106.693722660367,OUT017
FDD28,153.7514403913534,OUT019
NCP41,1662.0693089282786,OUT017
FDS08,2887.4725118327983,OUT049
FDX47,2535.301721080257,OUT045
FDC53,227.10346728963452,OUT019
FDQ19,3992.242057521344,OUT035
FDL14,2483.0990947082023,OUT045
FDM33,572.3647029316625,OUT019
FDA51,1930.3382672653438,OUT045
FDZ27,744.8114347544093,OUT018
FDT04,619.6564927457028,OUT046
DRC13,2046.6309425710874,OUT049
FDR16,5356.743187372414,OUT027
FDQ03,6219.482145104516,OUT027
FDE38,2723.2648362223854,OUT035
DRH23,1805.3980987688703,OUT027
FDT11,595.6523945306777,OUT019
FDD09,3000.6840898347286,OUT035
FDR40,1331.604520427163,OUT045
FDX07,3096.2761052090273,OUT017
FDR07,1544.5897320743456,OUT035
FDA51,1925.6533147936839,OUT017
FDT59,581.0901444620367,OUT019
FDF20,3092.3944876786686,OUT017
FDR13,1935.437758733798,OUT045
FDY26,3678.3869813224355,OUT049
FDW04,2034.5877297398106,OUT017
FDK52,3860.401966032809,OUT017
FDN60,2558.410853675759,OUT049
FDM09,426.67956026339385,OUT019
FDP46,1366.6294355568612,OUT049
FDB50,201.4215437830946,OUT019
NCQ29,3999.9341995270775,OUT049
FDP16,6133.435807523369,OUT027
FDX33,2465.7748122488924,OUT018
FDP07,505.1901941958182,OUT010
FDN22,4010.8417786313976,OUT046
FDF39,4170.514549011503,OUT049
FDS21,943.3137330282347,OUT017
NCM42,1656.8033817372827,OUT013
FDK50,363.6472560613237,OUT019
DRF13,3966.6373844388922,OUT027
FDH35,2492.4553334156644,OUT018
FDP60,1541.894285312748,OUT018
DRJ49,3439.134772044075,OUT027
NCT42,374.7165267147742,OUT019
FDE38,2691.9119008393895,OUT049
FDI04,3109.5242858990314,OUT049
NCH54,2593.1444013418304,OUT045
FDT56,871.2446505972115,OUT049
DRD15,3343.3225916931133,OUT018
FDV58,2683.9926739401394,OUT013
FDP21,3127.434171255209,OUT049
FDH05,3795.0654427181935,OUT013
FDR10,4200.63891277872,OUT027
NCP06,2498.408636642242,OUT045
FDF33,1650.0831905261543,OUT049
DRK37,3099.204505709496,OUT013
DRH49,1335.6342087347039,OUT045
FDT58,2661.876927725366,OUT013
FDD41,1622.6942141992156,OUT018
FDP40,1672.6721133656806,OUT018
FDM51,2552.5226308506803,OUT027
FDO45,194.4336638598229,OUT010
FDW33,221.73840813283067,OUT010
FDY24,854.3340237452239,OUT045
FDB10,550.4486656151582,OUT010
FDM40,2084.006132892761,OUT035
NCI06,3056.31490227136,OUT017
FDW12,324.24428290127213,OUT019
FDX48,4061.731961859665,OUT027
NCW05,2733.158896408038,OUT027
FDX27,1516.7386205742885,OUT017
DRM37,3073.4833729071042,OUT045
FDA38,3923.8842921174173,OUT045
FDR36,617.443772822782,OUT046
FDZ45,3112.6816154804187,OUT046
FDG05,2533.9971401553503,OUT017
FDK28,4141.49859080043,OUT013
FDV47,1355.081358049342,OUT045
FDN21,2579.4500246490707,OUT045
FDP20,3402.4387709884,OUT027
FDI35,3079.455897376796,OUT045
DRY23,625.1238677742301,OUT013
FDA56,2051.4240657432542,OUT017
FDB09,2025.213691763582,OUT013
NCO26,3004.640511603603,OUT027
FDQ49,2438.5476567444,OUT018
FDI52,3210.6703804259164,OUT027
FDZ44,3050.2816524641657,OUT027
FDZ09,2499.1358736616276,OUT018
FDY03,1941.7364067931708,OUT049
NCG42,2044.8728599998165,OUT017
DRI13,5680.82574583736,OUT027
FDQ32,2034.7146956192232,OUT013
FDW16,1394.7860136949882,OUT035
FDU27,758.5076959482786,OUT046
FDR28,417.4812311719952,OUT010
FDQ49,351.71323208020783,OUT010
FDS37,1957.545823883676,OUT046
FDW26,3351.1021680928034,OUT018
FDX12,3513.9293535964694,OUT018
NCP06,2476.4389110391917,OUT013
FDW45,353.7906772024495,OUT010
NCN30,1501.7271547900118,OUT049
FDN24,822.4320627523025,OUT049
NCL41,951.9644423209662,OUT027
FDR02,268.02856384319324,OUT019
FDD09,417.30487042104824,OUT010
FDS33,190.0439396601476,OUT010
FDU22,1999.9292820442975,OUT045
FDI53,2534.359506486032,OUT013
DRH01,2877.432497877238,OUT049
FDX32,2112.104126974852,OUT013
NCP30,590.0006557595493,OUT018
FDB60,3075.9249563475455,OUT045
FDB14,1455.2213645602835,OUT049
NCP02,851.915431455099,OUT035
FDJ10,2042.73208952022,OUT017
FDG34,1718.353289543083,OUT046
NCB18,1371.0226163094492,OUT017
FDM16,1137.0566384022184,OUT049
FDW25,1330.2909433296584,OUT018
FDB35,205.2633828607261,OUT010
DRN11,2141.874768325101,OUT013
FDF41,584.3514503359784,OUT019
FDH16,1371.2663333967769,OUT045
NCQ50,3306.7393778837663,OUT018
DRH23,842.403123126478,OUT018
DRJ37,2443.601783086562,OUT013
DRJ24,5364.038084167577,OUT027
FDY16,3087.2400055057506,OUT035
FDQ27,1660.4992740485916,OUT045
FDZ33,2474.7745527292886,OUT045
FDF29,2057.7312667929727,OUT045
FDA08,2571.118722696707,OUT049
FDG31,1040.600189252171,OUT046
FDE34,444.514687855804,OUT019
NCR30,1980.6681744245684,OUT027
FDV33,4126.623483833729,OUT035
DRZ24,1896.8016471370743,OUT018
NCL54,2870.646860708249,OUT035
FDR12,2909.215514607225,OUT049
NCC54,3847.0370609218307,OUT046
DRN59,753.1451596653017,OUT013
FDX50,252.1833648831331,OUT019
FDV31,5106.937703174688,OUT027
NCA29,4725.643916861365,OUT027
FDW60,2936.3887628978077,OUT049
FDX08,3108.98535994898,OUT017
DRD49,3840.1836274760744,OUT013
FDD33,3851.4065440169634,OUT046
FDW35,622.105942459809,OUT013
FDJ36,1650.3167963459744,OUT017
FDV51,2691.2689728727573,OUT035
FDW36,1654.2796754717597,OUT046
FDH35,2580.508381765451,OUT046
NCS30,3347.954833981939,OUT027
FDN49,615.0181285166728,OUT017
FDL08,3482.0155770581287,OUT018
FDI09,3895.2721966090057,OUT013
FDP19,1944.1735655907676,OUT018
FDU21,86.34358763124378,OUT010
NCP41,1655.8405901517806,OUT045
FDY10,1843.2486380711625,OUT013
FDP12,579.1295836118927,OUT018
NCN26,1976.9547840698683,OUT049
FDK44,2867.1245270838835,OUT013
FDC28,1656.2136657930093,OUT049
FDJ41,6104.340825264274,OUT027
NCT29,2019.9154431315228,OUT035
NCH42,496.3677995531259,OUT019
FDU60,2582.0718925749206,OUT018
FDS02,3077.260915980869,OUT045
FDC51,2066.807912326972,OUT046
FDU03,3088.851863901265,OUT013
FDX39,3692.7526263237955,OUT045
NCY05,85.59381201251139,OUT010
NCL06,5971.795472011931,OUT027
FDD32,1284.4088405803707,OUT035
NCN41,2011.9431067143173,OUT045
NCX53,2118.2884048981887,OUT049
FDU57,373.72151889810726,OUT019
FDQ23,1649.5759155051815,OUT046
FDQ52,4006.6610326911496,OUT045
FDC14,617.7936810877034,OUT045
FDY09,2934.5035447342498,OUT035
FDQ28,2528.2006209223787,OUT045
FDV25,3776.9650074506544,OUT046
FDJ07,1963.6701653842783,OUT035
DRB25,1650.2788875833844,OUT049
FDK52,573.5402165079176,OUT019
FDY52,1707.669482624355,OUT027
FDB28,3078.0861389682827,OUT046
FDT36,605.3228892372437,OUT035
FDV25,3855.415931486803,OUT017
NCN07,3390.2899847836557,OUT027
FDC57,3080.4720149512646,OUT017
FDQ03,3409.5178030984935,OUT018
FDU23,2709.221056933917,OUT017
NCX41,3661.898634026037,OUT035
NCD06,757.9695191072486,OUT035
FDW08,1654.4438840426844,OUT045
NCU29,2468.7677447053075,OUT017
NCE06,2540.7027627319285,OUT013
FDV52,255.39830758829538,OUT010
FDB02,2926.97438849285,OUT017
NCR18,626.9667392821005,OUT045
FDK16,1500.5364159295527,OUT049
NCQ29,652.7247977201604,OUT010
FDZ01,227.23488898084284,OUT019
FDW27,2559.1047842766525,OUT035
FDD17,3406.812737635514,OUT018
FDW39,2882.5628424083893,OUT013
DRH59,1092.3081584241168,OUT045
FDS52,1639.8109547211343,OUT013
FDU40,5702.431120562639,OUT027
NCF54,2900.7266245613073,OUT013
FDH46,1649.6089038229065,OUT045
NCP14,1644.9285786812031,OUT049
FDH50,3124.53150150834,OUT049
DRF15,345.9625359695165,OUT010
FDV27,2467.494095693625,OUT027
NCJ06,2034.2438926367329,OUT049
FDN02,3181.781488143595,OUT018
FDQ51,755.0766221377942,OUT049
FDQ07,3775.695351634517,OUT017
FDS45,1659.0359689880452,OUT049
NCJ06,2019.854959122844,OUT045
FDD36,1966.1829437600866,OUT035
FDY25,3092.5995820254548,OUT045
FDU52,2472.0259399964834,OUT046
DRK47,3873.7296920443005,OUT017
NCL30,2033.0261063252685,OUT017
FDN22,4033.8635823310456,OUT035
NCF30,3265.6357332587622,OUT027
FDK03,4069.96863516164,OUT035
FDT45,855.4811197552974,OUT017
NCC54,6056.755856401816,OUT027
